Case ID,"Create Fine:amount_['-9223372036854777856.0', '159.0']","Create Fine:amount_['-9223372036854777856.0', '319.5']","Create Fine:amount_['-9223372036854777856.0', '36.0']","Create Fine:amount_['-9223372036854777856.0', '38.0']","Create Fine:amount_['-9223372036854777856.0', '41.0']","Create Fine:amount_['-9223372036854777856.0', '71.0']","Create Fine:amount_['-9223372036854777856.0', '77.5']","Create Fine:amount_['-9223372036854777856.0', '9223372036854777856.0']","Create Fine:amount_['155.0', '159.0']","Create Fine:amount_['155.0', '319.5']","Create Fine:amount_['155.0', '9223372036854777856.0']","Create Fine:amount_['159.0', '319.5']","Create Fine:amount_['36.0', '9223372036854777856.0']","Create Fine:amount_['38.0', '39.0']","Create Fine:amount_['38.0', '41.0']","Create Fine:amount_['38.0', '9223372036854777856.0']","Create Fine:amount_['39.0', '39.4']","Create Fine:amount_['39.0', '41.0']","Create Fine:amount_['39.0', '9223372036854777856.0']","Create Fine:amount_['39.4', '41.0']","Create Fine:amount_['39.4', '71.0']","Create Fine:amount_['39.4', '77.5']","Create Fine:amount_['39.4', '9223372036854777856.0']","Create Fine:amount_['41.0', '71.0']","Create Fine:amount_['41.0', '77.5']","Create Fine:amount_['41.0', '9223372036854777856.0']","Create Fine:amount_['68.2', '77.5']","Create Fine:amount_['68.2', '9223372036854777856.0']","Create Fine:amount_['71.0', '77.5']","Create Fine:amount_['716.0', '9223372036854777856.0']","Create Fine:amount_['nan', 'nan']","Create Fine:dismissal_['-9223372036854777856.0', '9223372036854777856.0']","Create Fine:dismissal_['nan', 'nan']","Create Fine:points_['-9223372036854777856.0', '2.0']","Create Fine:points_['-9223372036854777856.0', '9223372036854777856.0']","Create Fine:points_['2.0', '9223372036854777856.0']","Create Fine:points_['nan', 'nan']","Create Fine:paymentAmount_['nan', 'nan']","Create Fine:expense_['nan', 'nan']","Payment:amount_['nan', 'nan']","Payment:dismissal_['nan', 'nan']","Payment:points_['nan', 'nan']","Payment:paymentAmount_['-9223372036854777856.0', '168.5']","Payment:paymentAmount_['-9223372036854777856.0', '29.8']","Payment:paymentAmount_['-9223372036854777856.0', '79.0']","Payment:paymentAmount_['-9223372036854777856.0', '9223372036854777856.0']","Payment:paymentAmount_['168.5', '9223372036854777856.0']","Payment:paymentAmount_['29.8', '51.6']","Payment:paymentAmount_['29.8', '9223372036854777856.0']","Payment:paymentAmount_['51.6', '168.5']","Payment:paymentAmount_['51.6', '79.0']","Payment:paymentAmount_['51.6', '9223372036854777856.0']","Payment:paymentAmount_['79.0', '168.5']","Payment:paymentAmount_['79.0', '9223372036854777856.0']","Payment:paymentAmount_['nan', 'nan']","Payment:expense_['nan', 'nan']","Send Fine:amount_['nan', 'nan']","Send Fine:dismissal_['nan', 'nan']","Send Fine:points_['nan', 'nan']","Send Fine:paymentAmount_['nan', 'nan']","Send Fine:expense_['-9223372036854777856.0', '12.9']","Send Fine:expense_['-9223372036854777856.0', '15.6']","Send Fine:expense_['-9223372036854777856.0', '5.0']","Send Fine:expense_['-9223372036854777856.0', '9223372036854777856.0']","Send Fine:expense_['12.9', '9223372036854777856.0']","Send Fine:expense_['5.0', '12.9']","Send Fine:expense_['5.0', '9223372036854777856.0']","Send Fine:expense_['nan', 'nan']","Insert Fine Notification:amount_['nan', 'nan']","Insert Fine Notification:dismissal_['nan', 'nan']","Insert Fine Notification:points_['nan', 'nan']","Insert Fine Notification:paymentAmount_['nan', 'nan']","Insert Fine Notification:expense_['nan', 'nan']","Appeal to Judge:amount_['nan', 'nan']","Appeal to Judge:dismissal_['-9223372036854777856.0', '71.0']","Appeal to Judge:dismissal_['-9223372036854777856.0', '9223372036854777856.0']","Appeal to Judge:dismissal_['71.0', '71.0']","Appeal to Judge:dismissal_['71.0', '9223372036854777856.0']","Appeal to Judge:dismissal_['nan', 'nan']","Appeal to Judge:points_['nan', 'nan']","Appeal to Judge:paymentAmount_['nan', 'nan']","Appeal to Judge:expense_['nan', 'nan']","Add penalty:amount_['-9223372036854777856.0', '155.0']","Add penalty:amount_['-9223372036854777856.0', '159.0']","Add penalty:amount_['-9223372036854777856.0', '319.5']","Add penalty:amount_['-9223372036854777856.0', '36.0']","Add penalty:amount_['-9223372036854777856.0', '39.4']","Add penalty:amount_['-9223372036854777856.0', '71.0']","Add penalty:amount_['-9223372036854777856.0', '716.0']","Add penalty:amount_['-9223372036854777856.0', '77.5']","Add penalty:amount_['-9223372036854777856.0', '9223372036854777856.0']","Add penalty:amount_['155.0', '159.0']","Add penalty:amount_['155.0', '319.5']","Add penalty:amount_['155.0', '716.0']","Add penalty:amount_['155.0', '9223372036854777856.0']","Add penalty:amount_['159.0', '319.5']","Add penalty:amount_['319.5', '716.0']","Add penalty:amount_['36.0', '39.4']","Add penalty:amount_['36.0', '9223372036854777856.0']","Add penalty:amount_['39.0', '39.4']","Add penalty:amount_['39.4', '41.0']","Add penalty:amount_['39.4', '68.2']","Add penalty:amount_['39.4', '71.0']","Add penalty:amount_['39.4', '77.5']","Add penalty:amount_['39.4', '9223372036854777856.0']","Add penalty:amount_['41.0', '68.2']","Add penalty:amount_['68.2', '77.5']","Add penalty:amount_['68.2', '9223372036854777856.0']","Add penalty:amount_['71.0', '77.5']","Add penalty:amount_['716.0', '9223372036854777856.0']","Add penalty:amount_['77.5', '155.0']","Add penalty:amount_['nan', 'nan']","Add penalty:dismissal_['nan', 'nan']","Add penalty:points_['nan', 'nan']","Add penalty:paymentAmount_['nan', 'nan']","Add penalty:expense_['nan', 'nan']","Insert Date Appeal to Prefecture:amount_['nan', 'nan']","Insert Date Appeal to Prefecture:dismissal_['nan', 'nan']","Insert Date Appeal to Prefecture:points_['nan', 'nan']","Insert Date Appeal to Prefecture:paymentAmount_['nan', 'nan']","Insert Date Appeal to Prefecture:expense_['nan', 'nan']","Send Appeal to Prefecture:amount_['nan', 'nan']","Send Appeal to Prefecture:dismissal_['-9223372036854777856.0', '9223372036854777856.0']","Send Appeal to Prefecture:dismissal_['nan', 'nan']","Send Appeal to Prefecture:points_['nan', 'nan']","Send Appeal to Prefecture:paymentAmount_['nan', 'nan']","Send Appeal to Prefecture:expense_['nan', 'nan']","Send for Credit Collection:amount_['nan', 'nan']","Send for Credit Collection:dismissal_['nan', 'nan']","Send for Credit Collection:points_['nan', 'nan']","Send for Credit Collection:paymentAmount_['nan', 'nan']","Send for Credit Collection:expense_['nan', 'nan']",Activity_Add penalty,Activity_Appeal to Judge,Activity_Create Fine,Activity_Insert Date Appeal to Prefecture,Activity_Insert Fine Notification,Activity_Payment,Activity_Send Appeal to Prefecture,Activity_Send Fine,Activity_Send for Credit Collection
case 108,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
case 109,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
case 11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
case 110,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
case 111,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
case 112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
case 113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
case 114,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
case 115,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
case 116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
case 117,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
case 118,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
case 119,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
case 12,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
